surface	fixture	coordinate	producer	writer	verifier	status
leaf-grid	8:7	rule	UkVKRUNURUQ=	MTg6dHlwZS9UWVBFX1ZBUklBQkxFWzE6MTpYXXswOn0=	OTp0eXBlL0JPT0xbMDpdezA6fQ==	PRODUCER
leaf-grid	9:0	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MDp9	MTM6dHlwZS9SRUxBVElPTlswOl17MToxODo4OnR5cGUvSU5UWzA6XXswOn19	PRODUCER
leaf-grid	9:1	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MDp9	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9fQ==	PRODUCER
leaf-grid	9:2	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MDp9	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MzoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTM6QWxsb3lTaWc6dW5pdl17MDp9fQ==	PRODUCER
leaf-grid	9:3	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MDp9	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Ql17MDp9fQ==	PRODUCER
leaf-grid	9:4	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MDp9	MTM6dHlwZS9SRUxBVElPTlswOl17Mjo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9NDA6MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEwOkFsbG95U2lnOkJdezA6fX0=	PRODUCER
leaf-grid	9:5	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MDp9	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjI2OkFsbG95RW1wdHlSZWxhdGlvbiRhcml0eT0xXXswOn0=	PRODUCER
leaf-grid	9:6	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MDp9	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjI2OkFsbG95RW1wdHlSZWxhdGlvbiRhcml0eT0yXXswOn0=	PRODUCER
leaf-grid	9:7	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MDp9	OTp0eXBlL0JPT0xbMDpdezA6fQ==	PRODUCER
leaf-grid	10:0	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMjoxODp0eXBlL1RZUEVfVkFSSUFCTEVbMToxOlhdezA6fX0=	MTM6dHlwZS9SRUxBVElPTlswOl17MToxODo4OnR5cGUvSU5UWzA6XXswOn19	PRODUCER
leaf-grid	10:1	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMjoxODp0eXBlL1RZUEVfVkFSSUFCTEVbMToxOlhdezA6fX0=	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9fQ==	PRODUCER
leaf-grid	10:2	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMjoxODp0eXBlL1RZUEVfVkFSSUFCTEVbMToxOlhdezA6fX0=	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MzoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTM6QWxsb3lTaWc6dW5pdl17MDp9fQ==	PRODUCER
leaf-grid	10:3	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMjoxODp0eXBlL1RZUEVfVkFSSUFCTEVbMToxOlhdezA6fX0=	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Ql17MDp9fQ==	PRODUCER
leaf-grid	10:4	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMjoxODp0eXBlL1RZUEVfVkFSSUFCTEVbMToxOlhdezA6fX0=	MTM6dHlwZS9SRUxBVElPTlswOl17Mjo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9NDA6MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEwOkFsbG95U2lnOkJdezA6fX0=	PRODUCER
leaf-grid	10:5	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMjoxODp0eXBlL1RZUEVfVkFSSUFCTEVbMToxOlhdezA6fX0=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjI2OkFsbG95RW1wdHlSZWxhdGlvbiRhcml0eT0xXXswOn0=	PRODUCER
leaf-grid	10:6	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMjoxODp0eXBlL1RZUEVfVkFSSUFCTEVbMToxOlhdezA6fX0=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjI2OkFsbG95RW1wdHlSZWxhdGlvbiRhcml0eT0yXXswOn0=	PRODUCER
leaf-grid	10:7	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMjoxODp0eXBlL1RZUEVfVkFSSUFCTEVbMToxOlhdezA6fX0=	OTp0eXBlL0JPT0xbMDpdezA6fQ==	PRODUCER
leaf-grid	11:0	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTpBXXswOn19	MTM6dHlwZS9SRUxBVElPTlswOl17MToxODo4OnR5cGUvSU5UWzA6XXswOn19	PRODUCER
leaf-grid	11:1	rule	UFJJTUlUSVZFX1NFVF9TSU5HTEVUT04=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTpBXXswOn19	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9fQ==	PRODUCER
leaf-grid	11:2	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTpBXXswOn19	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MzoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTM6QWxsb3lTaWc6dW5pdl17MDp9fQ==	PRODUCER
leaf-grid	11:3	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTpBXXswOn19	MTM6dHlwZS9SRUxBVElPTlswOl17MTo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6Ql17MDp9fQ==	PRODUCER
leaf-grid	11:4	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTpBXXswOn19	MTM6dHlwZS9SRUxBVElPTlswOl17Mjo0MDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTA6QWxsb3lTaWc6QV17MDp9NDA6MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEwOkFsbG95U2lnOkJdezA6fX0=	PRODUCER
leaf-grid	11:5	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTpBXXswOn19	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjI2OkFsbG95RW1wdHlSZWxhdGlvbiRhcml0eT0xXXswOn0=	PRODUCER
leaf-grid	11:6	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTpBXXswOn19	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjI2OkFsbG95RW1wdHlSZWxhdGlvbiRhcml0eT0yXXswOn0=	PRODUCER
leaf-grid	11:7	rule	UkVKRUNURUQ=	MTY6dHlwZS9DT05TVFJVQ1RPUlsxOjEyOkFsbG95Q2Fycmllcl17MTozMDoxNjp0eXBlL0NPTlNUUlVDVE9SWzE6MTpBXXswOn19	OTp0eXBlL0JPT0xbMDpdezA6fQ==	PRODUCER
